日時,現地気圧(hPa),海面気圧(hPa),降水量(mm),気温(°C),露点温度(°C),蒸気圧(hPa),湿度(%),風速(m/s),風向,日照時間(h),全天日射量(MJ/㎡),降雪量(cm),積雪量(cm),天気,視程(km),スタジアム名,都道府県,屋内外
2025-03-07 4,1019.2,1026.0,--,4.5,-4.2,4.5,53,4.6,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-07 5,1020.1,1026.9,--,4.0,-3.3,4.8,59,3.0,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-07 6,1020.2,1027.0,--,4.2,-4.0,4.5,55,5.6,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-07 7,1021.0,1027.8,--,4.4,-4.1,4.5,54,4.0,北北東,0.0,0.03,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-07 8,1022.0,1028.8,--,4.7,-4.3,4.4,52,3.3,北北東,0.6,0.42,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-07 9,1022.2,1029.0,--,5.9,-4.8,4.3,46,3.8,北北東,0.4,1.00,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-07 10,1022.2,1028.9,--,7.0,-6.0,3.9,39,4.3,北北東,0.9,1.85,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-07 11,1021.5,1028.2,--,7.4,-6.7,3.7,36,6.5,北北東,0.5,1.73,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-07 12,1021.2,1027.9,--,7.9,-7.0,3.6,34,6.3,北,0.3,1.80,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-07 13,1020.2,1026.9,--,9.2,-7.9,3.4,29,4.8,北東,0.7,2.71,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-07 14,1019.8,1026.4,--,10.6,-6.7,3.7,29,5.5,北,0.6,2.24,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-07 15,1019.9,1026.5,--,10.5,-7.7,3.4,27,5.9,北,0.9,2.18,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-07 16,1019.7,1026.3,--,10.3,-6.9,3.6,29,3.7,北,1.0,1.91,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-07 17,1019.4,1026.1,--,8.9,-7.3,3.5,31,5.1,北北東,0.9,0.99,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-07 18,1019.8,1026.5,--,8.4,-7.7,3.4,31,7.3,北東,0.7,0.33,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-07 19,1020.1,1026.8,--,7.5,-6.2,3.8,37,6.5,北東,0.0,0.00,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-07 20,1021.1,1027.8,--,7.0,-7.4,3.5,35,4.5,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-07 21,1021.5,1028.2,--,6.1,-5.8,4.0,42,5.4,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-07 22,1021.5,1028.3,--,5.4,-5.0,4.2,47,5.3,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-07 23,1021.7,1028.5,--,5.1,-4.7,4.3,49,4.8,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-07 24,1021.6,1028.4,--,4.8,-5.0,4.2,49,4.5,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-08 1,1021.1,1027.9,--,4.5,-5.0,4.2,50,3.6,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-08 2,1021.6,1028.4,--,4.4,-5.1,4.2,50,2.8,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-08 3,1021.1,1027.9,--,4.3,-4.9,4.2,51,1.9,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-08 4,1020.5,1027.3,--,3.9,-4.8,4.3,53,2.6,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-08 5,1021.1,1027.9,--,3.9,-4.8,4.3,53,2.5,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-08 6,1020.2,1027.0,--,3.5,-4.7,4.3,55,2.9,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-08 7,1020.2,1027.0,--,3.3,-4.4,4.4,57,3.9,北北東,0.0,0.02,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-08 8,1020.7,1027.5,--,4.1,-4.9,4.3,52,2.7,北,0.3,0.37,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-08 9,1020.9,1027.7,--,5.4,-5.3,4.1,46,3.2,北,0.8,1.06,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-08 10,1020.8,1027.5,--,6.5,-5.8,4.0,41,1.8,北西,0.6,1.29,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-08 11,1020.4,1027.1,--,7.5,-5.2,4.1,40,2.6,南西,0.1,1.15,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-08 12,1019.8,1026.5,--,8.2,-4.6,4.3,40,2.0,南,1.0,2.78,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-08 13,1018.7,1025.3,--,9.1,-3.4,4.7,41,2.7,南南東,1.0,2.87,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-08 14,1018.3,1024.9,--,11.0,-2.4,5.1,39,3.6,南南西,1.0,2.74,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-08 15,1017.8,1024.4,--,10.2,-2.8,5.0,40,4.1,南西,1.0,2.35,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-08 16,1017.7,1024.3,--,10.0,-1.1,5.6,46,4.0,南西,1.0,1.79,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-08 17,1017.9,1024.5,--,9.5,-1.5,5.5,46,4.8,南西,1.0,1.18,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-08 18,1018.5,1025.1,--,9.1,-1.3,5.5,48,3.5,南西,0.5,0.31,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-08 19,1019.0,1025.7,--,8.7,-0.1,6.1,54,2.7,南南西,0.0,0.01,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-08 20,1019.6,1026.3,--,8.3,0.1,6.1,56,1.4,西,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-08 21,1020.1,1026.8,--,7.3,-0.4,5.9,58,2.8,北,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-08 22,1020.4,1027.1,--,6.4,-2.0,5.3,55,3.5,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-08 23,1020.3,1027.0,--,5.5,-2.8,5.0,55,4.1,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-08 24,1020.8,1027.6,--,4.8,-3.0,4.9,57,4.6,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-09 1,1021.0,1027.8,--,4.4,-3.1,4.9,58,3.3,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-09 2,1020.9,1027.7,--,3.8,-3.7,4.7,58,4.2,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-09 3,1021.0,1027.8,--,3.3,-3.7,4.6,60,3.9,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-09 4,1021.3,1028.1,--,2.9,-3.9,4.6,61,5.1,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-09 5,1021.4,1028.2,--,2.5,-3.8,4.6,63,5.2,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-09 6,1021.9,1028.7,--,2.0,-4.1,4.5,64,7.0,北北東,,0.00,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-09 7,1022.4,1029.2,--,2.3,-4.2,4.5,62,6.6,北北東,0.2,0.05,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-09 8,1023.1,1029.9,--,3.1,-4.3,4.4,58,6.1,北,1.0,0.57,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-09 9,1023.7,1030.5,--,5.4,-4.4,4.4,49,3.8,北北東,1.0,1.33,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-09 10,1023.9,1030.6,--,7.7,-3.8,4.6,44,1.9,北,1.0,2.04,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-09 11,1023.6,1030.2,--,11.2,-4.5,4.4,33,1.5,西南西,1.0,2.58,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-09 12,1022.7,1029.3,--,12.8,-4.3,4.4,30,2.3,南南東,1.0,2.91,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-09 13,1021.8,1028.4,--,11.9,-2.3,5.2,37,5.3,南西,1.0,2.99,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-09 14,1021.2,1027.8,--,12.5,-3.3,4.8,33,3.7,南南西,1.0,2.73,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-09 15,1020.9,1027.5,--,12.0,-1.5,5.5,39,4.4,南西,0.7,1.98,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-09 16,1020.9,1027.5,--,12.6,-0.6,5.8,40,2.7,南南西,1.0,1.97,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-09 17,1021.5,1028.1,--,11.6,-0.2,6.0,44,3.0,南西,1.0,1.17,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-09 18,1021.7,1028.3,--,11.0,-1.7,5.4,41,3.0,南南西,0.7,0.38,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-09 19,1022.2,1028.8,--,10.8,-1.3,5.6,43,2.3,南南西,0.0,0.01,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-09 20,1023.0,1029.7,--,10.1,-0.7,5.8,47,1.2,北,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-09 21,1023.5,1030.2,--,9.4,-0.5,5.9,50,3.7,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-09 22,1023.7,1030.4,--,8.7,-0.9,5.7,51,4.9,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-09 23,1023.8,1030.5,--,7.9,-0.8,5.8,54,5.1,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-09 24,1023.9,1030.6,--,7.5,-0.7,5.8,56,4.1,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-10 1,1024.0,1030.7,--,6.8,-0.9,5.7,58,3.7,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-10 2,1023.6,1030.4,--,6.3,-0.7,5.8,61,4.7,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-10 3,1023.3,1030.1,--,5.5,-1.0,5.7,63,4.9,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-10 4,1023.6,1030.4,--,5.0,-0.8,5.8,66,5.1,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-10 5,1023.8,1030.6,--,4.4,-1.4,5.5,66,5.3,北,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-10 6,1024.1,1030.9,--,3.8,-1.6,5.5,68,5.9,北北東,,0.00,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-10 7,1024.3,1031.1,--,3.6,-1.7,5.4,68,5.9,北,0.2,0.05,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-10 8,1024.5,1031.3,--,4.2,-2.0,5.3,64,5.0,北,1.0,0.59,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-10 9,1024.7,1031.5,--,6.0,-1.6,5.4,58,3.3,北,1.0,1.34,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-10 10,1024.1,1030.8,--,9.0,-1.4,5.5,48,1.9,北,1.0,2.05,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-10 11,1023.3,1029.9,--,12.1,-0.7,5.8,41,0.9,北北西,1.0,2.60,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-10 12,1022.3,1028.9,--,12.6,-1.7,5.4,37,3.7,南西,1.0,2.83,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-10 13,1021.6,1028.2,--,12.9,-1.4,5.5,37,3.4,南西,1.0,2.70,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-10 14,1020.6,1027.1,--,13.5,-2.0,5.3,34,2.8,南,1.0,2.59,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-10 15,1019.7,1026.2,--,13.8,-1.0,5.7,36,3.1,南南西,1.0,2.06,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-10 16,1019.4,1025.9,--,14.3,-0.5,5.9,36,4.2,南西,0.6,1.30,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-10 17,1019.6,1026.2,--,12.6,0.7,6.4,44,2.7,南,0.1,0.42,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-10 18,1019.3,1025.9,--,11.9,0.4,6.3,45,3.4,南,0.0,0.08,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-10 19,1019.5,1026.1,--,11.6,1.8,7.0,51,2.6,南西,0.0,0.00,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-10 20,1019.9,1026.5,--,11.5,0.3,6.2,46,2.6,南南西,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-10 21,1020.0,1026.6,0.0,11.1,1.6,6.9,52,3.5,南南西,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-10 22,1019.9,1026.5,0.5,9.9,1.8,7.0,57,3.3,南南西,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-10 23,1019.9,1026.6,0.5,9.0,2.6,7.3,64,1.9,南南西,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-10 24,1019.5,1026.2,1.0,8.2,4.2,8.3,76,0.6,北北東,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-11 1,1019.0,1025.7,0.5,8.2,5.2,8.8,81,2.3,北,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-11 2,1017.9,1024.6,0.5,8.1,5.4,9.0,83,3.2,北,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-11 3,1017.3,1024.0,0.0,8.0,5.3,8.9,83,3.0,北北東,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-11 4,1016.7,1023.4,0.5,8.1,5.4,9.0,83,2.6,北北東,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-11 5,1016.8,1023.5,0.0,8.0,5.3,8.9,83,3.4,北北東,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-11 6,1017.1,1023.8,0.0,8.2,5.5,9.0,83,2.4,北北東,,0.00,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-11 7,1017.0,1023.7,0.0,8.2,5.3,8.9,82,3.4,北北東,0.0,0.01,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-11 8,1017.0,1023.7,0.0,8.4,5.5,9.0,82,3.4,北北東,0.0,0.12,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-11 9,1017.0,1023.6,--,9.1,5.8,9.2,80,3.4,北,0.0,0.28,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-11 10,1016.9,1023.5,--,9.7,5.9,9.3,77,1.8,北,0.0,0.47,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-11 11,1016.1,1022.7,--,10.8,5.8,9.2,71,2.5,北北西,0.0,0.87,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-11 12,1015.5,1022.1,--,11.6,5.5,9.0,66,1.6,北北東,0.0,0.90,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-11 13,1014.5,1021.0,--,12.1,5.1,8.8,62,2.2,北北東,0.0,1.04,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-11 14,1013.9,1020.4,--,12.8,5.7,9.2,62,3.4,北,0.0,1.09,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-11 15,1013.5,1020.0,--,13.5,5.9,9.3,60,2.4,北,0.0,1.27,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-11 16,1013.0,1019.5,--,13.6,5.8,9.2,59,2.7,北北東,0.0,0.93,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-11 17,1012.7,1019.2,--,14.6,6.5,9.6,58,2.3,北,0.3,0.74,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-11 18,1012.9,1019.4,--,13.3,6.4,9.6,63,2.0,南西,0.6,0.33,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-11 19,1013.0,1019.5,--,12.2,6.3,9.5,67,2.2,南西,0.0,0.01,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-11 20,1013.6,1020.2,--,11.6,6.5,9.7,71,0.8,南西,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-11 21,1013.3,1019.9,--,11.3,6.5,9.6,72,1.4,西,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-11 22,1013.8,1020.4,--,11.3,6.9,9.9,74,1.6,北,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-11 23,1014.2,1020.8,--,11.5,6.8,9.9,73,2.2,北,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-11 24,1013.7,1020.3,--,11.6,6.5,9.7,71,2.5,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-12 1,1013.4,1020.0,--,11.3,6.9,9.9,74,1.6,北,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-12 2,1012.7,1019.3,--,11.1,6.9,9.9,75,1.9,北,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-12 3,1011.9,1018.5,--,10.9,6.7,9.8,75,1.2,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-12 4,1011.2,1017.8,--,9.8,6.7,9.8,81,1.2,北,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-12 5,1010.8,1017.4,--,10.2,6.9,10.0,80,0.7,北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-12 6,1010.6,1017.2,--,10.2,6.6,9.7,78,1.9,北北東,,0.00,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-12 7,1011.1,1017.7,--,10.3,6.6,9.8,78,1.2,北,0.0,0.01,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-12 8,1012.2,1018.8,--,11.0,6.9,10.0,76,2.4,北,0.0,0.14,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-12 9,1012.3,1018.8,--,11.5,6.6,9.8,72,1.3,北北東,0.0,0.30,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-12 10,1012.4,1018.9,--,12.7,7.0,10.0,68,1.5,北,0.0,0.92,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-12 11,1011.7,1018.2,--,13.9,7.0,10.0,63,1.4,南東,0.3,1.80,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-12 12,1010.5,1016.9,--,16.5,7.7,10.5,56,2.3,南南東,1.0,2.82,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-12 13,1009.8,1016.2,--,16.8,7.7,10.5,55,3.4,南南西,0.6,2.58,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-12 14,1009.2,1015.6,--,15.7,8.0,10.7,60,2.6,南南西,0.1,1.57,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-12 15,1008.6,1015.0,--,16.1,7.6,10.4,57,1.7,南,0.5,1.66,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-12 16,1008.6,1015.0,--,15.1,7.7,10.5,61,2.5,南西,0.2,0.80,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-12 17,1008.3,1014.7,--,15.9,7.9,10.7,59,2.6,南西,0.0,0.62,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-12 18,1008.5,1014.9,--,15.2,8.0,10.7,62,3.9,南西,0.0,0.16,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-12 19,1008.7,1015.2,--,14.4,8.1,10.8,66,2.8,南南西,0.0,0.00,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-12 20,1009.0,1015.5,--,13.7,8.3,11.0,70,0.6,西,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-12 21,1009.0,1015.5,--,13.4,8.5,11.1,72,0.2,静穏,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-12 22,1009.6,1016.1,--,12.9,8.4,11.0,74,0.9,西南西,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-12 23,1009.6,1016.1,--,12.6,8.3,10.9,75,1.7,北北西,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-12 24,1009.7,1016.2,--,12.2,8.3,10.9,77,1.8,北,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-13 1,1010.2,1016.7,--,11.8,8.1,10.8,78,2.0,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-13 2,1010.3,1016.8,--,11.4,8.1,10.8,80,2.5,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-13 3,1010.7,1017.3,--,10.8,7.9,10.6,82,3.7,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-13 4,1011.1,1017.7,--,10.9,7.6,10.4,80,5.4,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-13 5,1011.3,1017.9,--,10.1,7.2,10.1,82,3.1,北,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-13 6,1011.7,1018.3,--,9.7,6.6,9.7,81,1.0,北東,,0.00,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
